continent_ct,country,iso3_country,year,sector,subsector,asset_type,activity,emissions_quantity,capacity,activity_diff,emissions_quantity_diff,count,emissions_factor
Africa,Togo,TGO,2015,manufacturing,cement,assets,878856.0,709168.0,51333326.0,0.0,0.0,2.0,0.8069217255158979
Africa,Togo,TGO,2015,transportation,international-aviation,non-assets,,,,,,,
Africa,Togo,TGO,2015,transportation,international-aviation,assets,179576.44966213655,567461.5809323516,64146.0,0.0,0.0,1.0,3.1600000000000006
Africa,Togo,TGO,2016,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2016,agriculture,cropland-fires,assets,0.0,9222996.084332377,0.0,0.0,369758.47666499997,46.0,inf
Africa,Togo,TGO,2016,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2016,agriculture,enteric-fermentation-cattle-pasture,assets,3187590.0000036103,0.0,1198129843.273252,74830.00000500001,0.0,46.0,0.0
Africa,Togo,TGO,2016,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2016,agriculture,manure-left-on-pasture-cattle,assets,3187590.0000036103,0.0,1198129843.273252,-3037930.000002,0.0,46.0,0.0
Africa,Togo,TGO,2016,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2016,forestry-and-land-use,net-forest-land,assets,0.0,-69940361.27818276,0.0,0.0,0.0,46.0,-inf
Africa,Togo,TGO,2016,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2016,forestry-and-land-use,net-shrubgrass,assets,0.0,-6743238.280243686,0.0,0.0,0.0,46.0,-inf
Africa,Togo,TGO,2016,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2016,forestry-and-land-use,net-wetland,assets,0.0,-453131.53817287117,0.0,0.0,0.0,40.0,-inf
Africa,Togo,TGO,2016,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2016,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2016,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2016,manufacturing,cement,assets,1513386.0,1223572.0,51333326.0,634530.0,514404.0,2.0,0.8084996160926559
Africa,Togo,TGO,2017,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2017,agriculture,cropland-fires,assets,0.0,9495149.019064603,0.0,0.0,272152.93473200005,46.0,inf
Africa,Togo,TGO,2017,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2017,agriculture,enteric-fermentation-cattle-pasture,assets,3393110.0000038445,0.0,1198129843.273252,205520.00000000003,0.0,46.0,0.0
Africa,Togo,TGO,2017,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2017,agriculture,manure-left-on-pasture-cattle,assets,6786220.000007689,0.0,1198129843.273252,3598630.000002,0.0,46.0,0.0
Africa,Togo,TGO,2017,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2017,forestry-and-land-use,net-forest-land,assets,0.0,63120866.622748666,0.0,0.0,133061227.90093401,46.0,inf
Africa,Togo,TGO,2017,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2017,forestry-and-land-use,net-shrubgrass,assets,0.0,6397995.400492575,0.0,0.0,13141233.680738,46.0,inf
Africa,Togo,TGO,2017,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2017,forestry-and-land-use,net-wetland,assets,0.0,-175038.179453915,0.0,0.0,278093.358717,40.0,-inf
Africa,Togo,TGO,2017,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2017,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2017,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2017,manufacturing,cement,assets,1918322.0,1563548.0,51333326.0,404936.0,339976.0,2.0,0.815060245360268
Africa,Togo,TGO,2017,transportation,international-aviation,non-assets,,,,,,,
Africa,Togo,TGO,2017,transportation,international-aviation,assets,265249.9362400917,838189.7985186898,68304.0,85673.486578,270728.217586,1.0,3.16
Africa,Togo,TGO,2018,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2018,agriculture,cropland-fires,assets,0.0,9941691.248208538,0.0,0.0,446542.2291430001,46.0,inf
Africa,Togo,TGO,2018,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2018,agriculture,enteric-fermentation-cattle-pasture,assets,3411980.0000038682,0.0,1198129843.273252,18869.999998,0.0,46.0,0.0
Africa,Togo,TGO,2018,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2018,agriculture,manure-left-on-pasture-cattle,assets,3411980.0000038682,0.0,1198129843.273252,-3374240.000004,0.0,46.0,0.0
Africa,Togo,TGO,2018,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2018,forestry-and-land-use,net-forest-land,assets,0.0,1678522.432377414,0.0,0.0,-61442344.190375,46.0,inf
Africa,Togo,TGO,2018,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2018,forestry-and-land-use,net-shrubgrass,assets,0.0,-3646931.923275845,0.0,0.0,-10044927.323765997,46.0,-inf
Africa,Togo,TGO,2018,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2018,forestry-and-land-use,net-wetland,assets,0.0,-352855.2413295075,0.0,0.0,-177817.061875,40.0,-inf
Africa,Togo,TGO,2018,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2018,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2018,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2018,manufacturing,cement,assets,1843382.0,1487706.0,51333326.0,-74940.0,-75842.0,2.0,0.807052472032384
Africa,Togo,TGO,2019,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2019,agriculture,cropland-fires,assets,0.0,10183388.222848838,0.0,0.0,241696.97464200007,46.0,inf
Africa,Togo,TGO,2019,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2019,agriculture,enteric-fermentation-cattle-pasture,assets,3463500.0000039283,0.0,1198129843.273252,51520.000001,0.0,46.0,0.0
Africa,Togo,TGO,2019,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2019,agriculture,manure-left-on-pasture-cattle,assets,3463500.0000039283,0.0,1198129843.273252,51520.000001,0.0,46.0,0.0
Africa,Togo,TGO,2019,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2019,forestry-and-land-use,net-forest-land,assets,0.0,-33982856.86788309,0.0,0.0,-35661379.30025999,46.0,-inf
Africa,Togo,TGO,2019,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2019,forestry-and-land-use,net-shrubgrass,assets,0.0,-1008587.7502939609,0.0,0.0,2638344.17298,46.0,-inf
Africa,Togo,TGO,2019,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2019,forestry-and-land-use,net-wetland,assets,0.0,-1378576.5010516008,0.0,0.0,-1025721.2597200001,40.0,-inf
Africa,Togo,TGO,2019,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2019,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2019,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2019,manufacturing,cement,assets,1983962.0,1605710.0,51333326.0,140580.0,118004.0,2.0,0.8093451386669704
Africa,Togo,TGO,2019,power,electricity-generation,non-assets,,,,,,,
Africa,Togo,TGO,2019,power,electricity-generation,assets,0.0,0.0,600.0,0.0,0.0,1.0,
Africa,Togo,TGO,2019,transportation,international-aviation,non-assets,,,,,,,
Africa,Togo,TGO,2019,transportation,international-aviation,assets,257677.35550805525,814260.4434054546,65520.0,-7572.580732,-23929.355113,1.0,3.16
Africa,Togo,TGO,2020,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2020,agriculture,cropland-fires,assets,0.0,10182880.103282813,0.0,0.0,-508.1195630000009,46.0,inf
Africa,Togo,TGO,2020,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2020,agriculture,enteric-fermentation-cattle-pasture,assets,3553160.000004031,0.0,1198129843.273252,89659.999999,0.0,46.0,0.0
Africa,Togo,TGO,2020,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2020,agriculture,manure-left-on-pasture-cattle,assets,3553160.000004031,0.0,1198129843.273252,89659.999999,0.0,46.0,0.0
Africa,Togo,TGO,2020,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2020,forestry-and-land-use,net-forest-land,assets,0.0,60019443.149008445,0.0,0.0,94002300.016891,46.0,inf
Africa,Togo,TGO,2020,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2020,forestry-and-land-use,net-shrubgrass,assets,0.0,7106726.462609043,0.0,0.0,8115314.212901,46.0,inf
Africa,Togo,TGO,2020,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2020,forestry-and-land-use,net-wetland,assets,0.0,1982166.0657229032,0.0,0.0,3360742.566771,40.0,inf
Africa,Togo,TGO,2020,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2020,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2020,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2020,manufacturing,cement,assets,1074780.0,869864.0,51333326.0,-909182.0,-735846.0,2.0,0.8093414466216342
Africa,Togo,TGO,2020,power,electricity-generation,non-assets,,,,,,,
Africa,Togo,TGO,2020,power,electricity-generation,assets,0.0,0.0,600.0,0.0,0.0,1.0,
Africa,Togo,TGO,2021,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2021,agriculture,cropland-fires,assets,0.0,10227113.729679745,0.0,0.0,44233.62639600001,46.0,inf
Africa,Togo,TGO,2021,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2021,agriculture,enteric-fermentation-cattle-pasture,assets,3509870.000003986,0.0,1198129843.273252,-43290.000002,0.0,46.0,0.0
Africa,Togo,TGO,2021,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2021,agriculture,manure-left-on-pasture-cattle,assets,3509870.000003986,0.0,1198129843.273252,-43290.000002,0.0,46.0,0.0
Africa,Togo,TGO,2021,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2021,forestry-and-land-use,net-forest-land,assets,0.0,-9296991.8578183,0.0,0.0,-69316435.006831,46.0,-inf
Africa,Togo,TGO,2021,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2021,forestry-and-land-use,net-shrubgrass,assets,0.0,-1316012.5795639441,0.0,0.0,-8422739.042174,46.0,-inf
Africa,Togo,TGO,2021,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2021,forestry-and-land-use,net-wetland,assets,0.0,-204742.513571203,0.0,0.0,-2186908.5792929996,40.0,-inf
Africa,Togo,TGO,2021,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2021,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2021,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2021,manufacturing,cement,assets,1145332.0,926970.0,51333326.0,70552.0,57106.0,2.0,0.8093461109966368
Africa,Togo,TGO,2021,power,electricity-generation,non-assets,,,,,,,
Africa,Togo,TGO,2021,power,electricity-generation,assets,0.0,0.0,680.0,0.0,0.0,2.0,
Africa,Togo,TGO,2021,transportation,international-aviation,non-assets,,,,,,,
Africa,Togo,TGO,2021,transportation,international-aviation,assets,304772.3063782062,963080.4881551317,60804.0,47094.95087,148820.04475,1.0,3.1600000000000006
Africa,Togo,TGO,2021,transportation,road-transportation,non-assets,,,,,,,
Africa,Togo,TGO,2021,transportation,road-transportation,assets,20535324789.71044,2860042.644132226,23189.70126880546,0.0,0.0,25.0,0.00013927428338339682
Africa,Togo,TGO,2021,waste,solid-waste-disposal,non-assets,,,,,,,
Africa,Togo,TGO,2021,waste,solid-waste-disposal,assets,1361010.3199999998,0.0,0.0,0.0,0.0,6.0,0.0
Africa,Togo,TGO,2022,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Togo,TGO,2022,agriculture,cropland-fires,assets,0.0,10227113.729679745,0.0,0.0,0.0,46.0,inf
Africa,Togo,TGO,2022,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Togo,TGO,2022,agriculture,enteric-fermentation-cattle-pasture,assets,3531530.00000401,0.0,1198129843.273252,21659.999999,0.0,46.0,0.0
Africa,Togo,TGO,2022,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Togo,TGO,2022,agriculture,manure-left-on-pasture-cattle,assets,3531530.00000401,0.0,1198129843.273252,21659.999999,0.0,46.0,0.0
Africa,Togo,TGO,2022,forestry-and-land-use,net-forest-land,non-assets,,,,,,,
Africa,Togo,TGO,2022,forestry-and-land-use,net-forest-land,assets,0.0,2523187.764726892,0.0,0.0,11820179.622546999,46.0,inf
