city_id,name,geometry
ghs-fua_8145,Fuquan,POINT (107.50632848329687 26.69943801793642)
ghs-fua_8147,Zhaodong,POINT (125.94563882272026 46.05379371394413)
ghs-fua_8149,Tangyin,POINT (114.36704179221378 35.9297526038769)
ghs-fua_8153,Ruzhou,POINT (112.8552828706656 34.16593089059083)
ghs-fua_8155,Lanxi,POINT (126.28862275992037 46.270647981707114)
ghs-fua_8157,Xinxiang,POINT (113.85886354896823 35.32726189958925)
ghs-fua_8159,Tangshan,POINT (118.18166356742687 39.61143279799748)
ghs-fua_8161,Hebi,POINT (114.25213693740992 35.739225551750444)
ghs-fua_8165,Songyuan,POINT (124.83109438749817 45.141939501736694)
ghs-fua_8169,Harqin,POINT (119.75654009520782 41.12517851160987)
ghs-fua_8177,Longshan,POINT (109.42768516893257 29.488328850188264)
ghs-fua_8179,Suihua,POINT (126.97658052998938 46.63801257528791)
ghs-fua_8181,Qixian,POINT (114.19222865049842 35.60535144712931)
ghs-fua_8183,Botou,POINT (116.58215147927187 38.077653556202236)
ghs-fua_8185,Cangzhou,POINT (116.84502527307906 38.30123810345539)
ghs-fua_8187,Wei,POINT (114.92598646895881 36.360111822247006)
ghs-fua_8189,Zhengzhou,POINT (113.59588659169108 34.771349571551504)
ghs-fua_8193,Binhai,POINT (117.70202246852458 39.121753170945745)
ghs-fua_8195,Nanzhao,POINT (112.42759675342434 33.48544638232165)
ghs-fua_8199,Xinmi,POINT (113.38705003619441 34.48940654630823)
ghs-fua_8201,Duyun,POINT (107.51509535054824 26.252777135451847)
ghs-fua_8205,Chaoyang,POINT (120.42781403382249 41.57357386179559)
ghs-fua_8207,中塘镇,POINT (117.48493797284769 38.81557228201929)
ghs-fua_8209,Qinghe,POINT (115.67900902219804 37.067385988465425)
ghs-fua_8211,Jing,POINT (116.2523079850589 37.6826233547019)
ghs-fua_8213,Gucheng,POINT (115.96480661970367 37.37767384586517)
ghs-fua_8215,Beipiao,POINT (120.7400985310924 41.81156882648207)
ghs-fua_8219,Gucheng,POINT (111.65451429656233 32.320041307332154)
ghs-fua_8221,Qian'an,POINT (118.71435526716402 40.000626173008925)
ghs-fua_8225,Shilong,POINT (112.88964206981251 33.90224912284819)
ghs-fua_8227,庆安县,POINT (127.51042158103255 46.87614006808285)
ghs-fua_8229,Zhenping,POINT (112.23035400112248 33.041972918516294)
ghs-fua_8233,Guantao,POINT (115.2780864439334 36.5470438564813)
ghs-fua_8237,Yuanyang,POINT (113.94215036360401 35.06530426256895)
ghs-fua_8239,Xiushan,POINT (108.98962591519849 28.448520071492585)
ghs-fua_8243,Lushan,POINT (112.92045403958731 33.737039210412284)
ghs-fua_8245,Dengzhou,POINT (112.08709663043376 32.67645445325656)
ghs-fua_8249,Dezhou,POINT (116.3137454828358 37.44477863060107)
ghs-fua_8251,Daming,POINT (115.14839784367608 36.28469081278674)
ghs-fua_8253,Linqing,POINT (115.71029747197333 36.845102739852884)
ghs-fua_8255,Huaxian,POINT (114.52743155412644 35.604075687750985)
ghs-fua_8257,Kaili,POINT (107.95561049481434 26.565026281715276)
ghs-fua_8259,Jianchang,POINT (119.81610712592703 40.816897731461296)
ghs-fua_8263,Dushan,POINT (107.54290813967091 25.83757756205277)
ghs-fua_8265,Neihuang,POINT (114.902328648381 35.964572872622234)
ghs-fua_8267,Xinglong,POINT (127.10387277695233 46.442393214544744)
ghs-fua_8269,Yanjin,POINT (114.18890985643753 35.15283737198756)
ghs-fua_8271,Luanzhou,POINT (118.7303332540858 39.740854354925744)
ghs-fua_8274,Nanyang,POINT (112.53711491916826 33.00125802437754)
ghs-fua_8276,Jia,POINT (113.23116831013424 33.9594377512489)
ghs-fua_8278,Guanxian,POINT (115.48149144085232 36.495820034092866)
ghs-fua_8280,Yuzhou,POINT (113.5135311114914 34.174405541253165)
ghs-fua_8282,Baise,POINT (106.64038038452425 23.87440371866927)
ghs-fua_8284,Tieli,POINT (128.02515180618207 46.99398668420618)
ghs-fua_8286,Huanghua,POINT (117.33499469790668 38.382768467403)
ghs-fua_8288,夏津县,POINT (115.99166832158616 36.96572836537432)
ghs-fua_8290,Xiaoxiang,POINT (126.57112319770009 45.92947485250176)
ghs-fua_8292,Xinzheng,POINT (113.76091017555869 34.40347001258764)
ghs-fua_8294,Zhongmu,POINT (114.02296152631811 34.71726153535287)
ghs-fua_8298,Pingdingshan,POINT (113.30770320493203 33.73804808784276)
ghs-fua_8300,Luannan,POINT (118.67008147662953 39.49639196533689)
ghs-fua_8302,Puyang,POINT (115.03599798791988 35.75774610785299)
ghs-fua_8304,Huayuan,POINT (109.46015640239072 28.57451527673822)
ghs-fua_8306,Ningjin,POINT (116.79706529321086 37.630535794139334)
ghs-fua_8308,Jingxi,POINT (106.40207881400579 23.137477187662494)
ghs-fua_8310,陵城区,POINT (116.56393235702453 37.3390808896423)
ghs-fua_8312,Fengqiu,POINT (114.42850641886338 35.04876327868502)
ghs-fua_8314,Changge,POINT (113.7706846371415 34.220885499008126)
ghs-fua_8316,Xinye,POINT (112.3696002453277 32.5269231883357)
ghs-fua_8318,Shuangliao,POINT (123.5017251068394 43.50700162526325)
ghs-fua_8320,Fuxin,POINT (121.6604847789482 42.026925906598414)
ghs-fua_8322,Fangcheng,POINT (112.97565256172736 33.24298583939207)
ghs-fua_8324,Baojing,POINT (109.64987657530902 28.711068940087596)
ghs-fua_8326,Yongshun,POINT (109.85106934202736 28.99721833035442)
ghs-fua_8328,Pingyuan,POINT (116.44892779144936 37.17707732483473)
ghs-fua_8330,Kaifeng,POINT (114.32391717102337 34.78053336112646)
ghs-fua_8332,Harbin,POINT (126.65795566308357 45.670522350173584)
ghs-fua_8334,Fancheng,POINT (112.1436018711927 32.07218339844819)
ghs-fua_8336,Nanzhang,POINT (111.85550602591995 31.773031184740223)
ghs-fua_8338,Changyuan,POINT (114.66287354952777 35.187373854554046)
ghs-fua_8340,Sangzhi,POINT (110.15342308368845 29.39659200729659)
ghs-fua_8342,高唐县,POINT (116.24226891880211 36.86879780399561)
ghs-fua_8344,Shenxian,POINT (115.66513001676272 36.25762726112194)
ghs-fua_8346,Ye,POINT (113.36740284992462 33.62076280097825)
ghs-fua_8348,Sheqi,POINT (112.93074122598331 33.051050181953975)
ghs-fua_8350,Changli,POINT (119.17126510178335 39.695841687487594)
ghs-fua_8354,Tongren,POINT (109.17636206717057 27.73600654162612)
ghs-fua_8356,Xuchang,POINT (113.82660049203359 34.01699637906074)
ghs-fua_8358,Liaocheng,POINT (115.95187390039268 36.47892746805674)
ghs-fua_8360,Yixian,POINT (121.23873831777321 41.53140188456204)
ghs-fua_8362,Laoting,POINT (118.90769558587893 39.40677947477476)
ghs-fua_8364,Laoling,POINT (117.19762821370774 37.72207596325487)
ghs-fua_8366,Yichang,POINT (111.31819929293472 30.72465798815073)
ghs-fua_8368,Weishi,POINT (114.1865808967757 34.41878813088302)
ghs-fua_8370,Shuangcheng,POINT (126.31148604079831 45.37943961352488)
ghs-fua_8372,Qinhuangdao,POINT (119.61634990249064 39.96226467086389)
ghs-fua_8374,Tanghe,POINT (112.84414436365024 32.680616053478985)
ghs-fua_8376,Yanggu,POINT (115.77994370541785 36.11688541963579)
ghs-fua_8378,Jishou,POINT (109.72047649580817 28.28471816719745)
ghs-fua_8380,Chiping,POINT (116.24745080534295 36.59012500770125)
ghs-fua_8382,Xinhuang,POINT (109.18763750221203 27.358624814207325)
ghs-fua_8386,Yucheng,POINT (116.63333016976797 36.939236647117845)
ghs-fua_8388,Dongming,POINT (115.1185800632683 35.284405805602276)
ghs-fua_8390,Tiandong County,POINT (107.11518920851252 23.603279162780403)
ghs-fua_8392,Nong'an,POINT (125.15112164560654 44.430366662137565)
ghs-fua_8394,Linyi,POINT (116.88075949681993 37.19088831186865)
ghs-fua_8396,Jinzhou,POINT (121.18210346625975 41.12091339146489)
ghs-fua_8398,Linying,POINT (113.96993925307325 33.80053934687439)
ghs-fua_8400,Wuyang,POINT (113.60254186473584 33.44915790890107)
ghs-fua_8402,Yicheng,POINT (112.24174205977083 31.69479544605464)
ghs-fua_8404,Tongxu,POINT (114.46939184974882 34.466325230080535)
ghs-fua_8406,Yanling,POINT (114.17832476443593 34.09326943614299)
ghs-fua_8408,Fuyu,POINT (126.02313723728496 44.9907134810175)
ghs-fua_8410,Wugang,POINT (113.5157027153857 33.31161416521878)
ghs-fua_8412,Taiqian,POINT (115.85981731745301 35.98169201812789)
ghs-fua_8414,Lankao,POINT (114.8046313934502 34.82236849257904)
ghs-fua_8416,Zhangjiajie,POINT (110.49574354965942 29.130978875566544)
ghs-fua_8418,Huludao,POINT (120.84856732318275 40.7641530722531)
ghs-fua_8420,Juancheng,POINT (115.53719916013414 35.56449729330899)
ghs-fua_8422,无棣县,POINT (117.60369805018075 37.76280805046732)
ghs-fua_8424,Shanghe,POINT (117.14681558414946 37.304298598854025)
ghs-fua_8426,Dong'e,POINT (116.24850176471098 36.347319004302186)
ghs-fua_8428,Suizhong,POINT (120.31969256203634 40.32424109275362)
ghs-fua_8430,Nancha,POINT (129.2803972038857 47.13510568224897)
ghs-fua_8432,Acheng,POINT (126.97821251377593 45.54621459814361)
ghs-fua_8434,Xingcheng,POINT (120.70062253195958 40.62400431201574)
ghs-fua_8436,齐河县,POINT (116.76373201828946 36.79791055443582)
ghs-fua_8438,Qixian,POINT (114.74935755691608 34.56934773009441)
ghs-fua_8440,Yidu,POINT (111.47799946948551 30.41017419027923)
ghs-fua_8442,Zaoyang,POINT (112.75069347624297 32.123774334964544)
ghs-fua_8444,Dangyang,POINT (111.77591506046733 30.804540813358443)
ghs-fua_8448,Luohe,POINT (114.0253391302509 33.588392587968954)
ghs-fua_8450,Mayang,POINT (109.78868229118599 27.850957142442265)
ghs-fua_8452,Fugou,POINT (114.37757302393562 34.062155870181314)
ghs-fua_8454,Huji,POINT (112.31038674630322 31.44576349292634)
ghs-fua_8456,Heze,POINT (115.48541520497281 35.24972624321985)
ghs-fua_8458,Dehui,POINT (125.69276008294581 44.53401994382346)
ghs-fua_8460,Biyang,POINT (113.33644106428117 32.72833290482919)
ghs-fua_8462,Zhicheng,POINT (111.51188493221609 30.270896288226236)
ghs-fua_8464,Bin,POINT (127.47046085980315 45.79561406020761)
ghs-fua_8466,Longzhou,POINT (106.86784248938616 22.345617172104557)
ghs-fua_8468,Heishan,POINT (122.09982241869098 41.68394688057275)
ghs-fua_8470,Jīnchéngjiāng,POINT (108.07328634660475 24.692810585739576)
ghs-fua_8472,平阴县,POINT (116.43721671703453 36.281632647001764)
ghs-fua_8474,Zhijiang,POINT (109.66883124265023 27.43635392133041)
ghs-fua_8476,Jinan,POINT (117.01555896655796 36.64414126537254)
ghs-fua_8478,Jiyang,POINT (117.17290841076726 36.971131631043505)
ghs-fua_8482,Daxin,POINT (107.19566052613845 22.851092950167626)
ghs-fua_8484,Xiping,POINT (114.0181346600846 33.376391733664136)
ghs-fua_8486,Jingmen,POINT (112.20672290845381 30.980873952755218)
ghs-fua_8488,Zhijiang,POINT (111.74284099566151 30.448441701599222)
ghs-fua_8490,Yuanling,POINT (110.41429009784994 28.44070067644193)
ghs-fua_8492,郓城县,POINT (115.95253270615156 35.58196056720664)
ghs-fua_8494,石横镇,POINT (116.53062276305236 36.20552616622067)
ghs-fua_8496,梁山县,POINT (116.1253094832328 35.753276051968946)
ghs-fua_8498,Minquan,POINT (115.16867457398043 34.639857265852164)
ghs-fua_8500,Cili,POINT (111.14288734078191 29.43182455389965)
ghs-fua_8502,Chenxi,POINT (110.18930192477164 28.00449648949401)
ghs-fua_8504,Lishu,POINT (124.34069343994891 43.3066422648649)
ghs-fua_8506,Huaihua,POINT (109.96199058359572 27.567180157354993)
ghs-fua_8508,Pingguo,POINT (107.54961077542725 23.325203471870413)
ghs-fua_8510,Changchun,POINT (125.29991415912234 43.87604790895003)
ghs-fua_8512,Xinmin,POINT (122.83841688442556 41.998698649417456)
ghs-fua_8514,Suiping,POINT (113.99939294936804 33.157324278272675)
ghs-fua_8516,Sui,POINT (115.05531672710961 34.41869461964374)
ghs-fua_8518,Songzi,POINT (111.7660911901556 30.183511596161253)
ghs-fua_8520,Ningming,POINT (107.0533213765242 22.129178892639153)
ghs-fua_8522,Shimen,POINT (111.37707033417414 29.588166258838616)
ghs-fua_8524,肥城市,POINT (116.73972165481388 36.20271227564261)
ghs-fua_8526,Dongping,POINT (116.44044844493965 35.93524395899671)
ghs-fua_8528,Tongbai,POINT (113.42445139662864 32.375527464802516)
ghs-fua_8530,Hongjiang,POINT (109.83160554745747 27.20926305819655)
ghs-fua_8532,Yushu,POINT (126.54370526602551 44.833753503737654)
ghs-fua_8534,魏桥镇,POINT (117.4849890099556 37.023557973829796)
ghs-fua_8536,Gongzhuling,POINT (124.82916409243511 43.510378654540055)
ghs-fua_8538,Siping,POINT (124.38803641557553 43.14004418650858)
ghs-fua_8540,Hegang,POINT (130.2714889362856 47.280082876729914)
ghs-fua_8542,Taikang,POINT (114.85659890378906 34.04633811368591)
ghs-fua_8546,Caoxian,POINT (115.55183677850697 34.85140360995167)
ghs-fua_8548,Zhongxiang,POINT (112.59170914187116 31.172730887920174)
ghs-fua_8550,Shangcai,POINT (114.27299895599002 33.25795167133413)
ghs-fua_8552,Zhumadian,POINT (114.0363762706149 32.96550869984782)
ghs-fua_8556,Binzhou,POINT (117.97695166409125 37.38177123799527)
ghs-fua_8558,Juye,POINT (116.05951469903209 35.38395357691556)
ghs-fua_8560,Dahua,POINT (107.98850094022863 23.737493486245075)
ghs-fua_8562,Diaobingshan,POINT (123.5629748619045 42.44523826335911)
ghs-fua_8564,Anyang,POINT (108.09012515912991 23.937295601268744)
ghs-fua_8566,Zhoukou,POINT (114.63851577337844 33.63633421290314)
ghs-fua_8568,Panjin,POINT (122.04954173739908 41.15462456267787)
ghs-fua_8570,Ningling,POINT (115.31136063185868 34.455553687091836)
ghs-fua_8572,Wenshang,POINT (116.46328102099758 35.730046473284794)
ghs-fua_8574,Jiutai,POINT (125.85858003015541 44.16070659153537)
ghs-fua_8576,Changtu,POINT (124.07962263867873 42.774114662445676)
ghs-fua_8578,Jingzhou,POINT (112.23309580824655 30.327071665719636)
ghs-fua_8580,Xiazhou,POINT (110.13772797153675 27.312155238828392)
ghs-fua_8582,Jingzhou,POINT (109.67544737589883 26.576105279802654)
ghs-fua_8584,Mashan,POINT (108.16693938763704 23.761973360785568)
ghs-fua_8586,Zhangqiu,POINT (117.51001251633114 36.68626044166484)
ghs-fua_8588,成武县,POINT (115.91292074563196 34.9472378672371)
ghs-fua_8590,Lixian,POINT (111.79585120129623 29.62740331174488)
ghs-fua_8592,Xupu,POINT (110.59211103071007 27.905825030135112)
ghs-fua_8594,Huaiyang,POINT (114.87559888359567 33.74093867418724)
ghs-fua_8596,嘉祥县,POINT (116.34700153919259 35.4138516343642)
ghs-fua_8600,Hechi,POINT (108.65020935616369 24.489236861131463)
ghs-fua_8602,Linli,POINT (111.65831312852947 29.448338695294623)
ghs-fua_8604,Tai'an,POINT (117.15714694965402 36.18772551094941)
ghs-fua_8606,Liaozhong,POINT (122.7527316266906 41.51070507732098)
ghs-fua_8608,Runan,POINT (114.3552422254598 32.99397169932714)
ghs-fua_8610,Suizhou,POINT (113.37636541576678 31.721315113828414)
ghs-fua_8614,Kaiyuan,POINT (124.04469444742541 42.55014978345431)
ghs-fua_8616,Wuchang,POINT (127.17112689312128 44.91734624694964)
ghs-fua_8618,宁阳县,POINT (116.79711622514328 35.75768298848785)
ghs-fua_8620,Shangqiu,POINT (115.66392663784958 34.4025470341435)
ghs-fua_8622,Zhecheng,POINT (115.29735333422747 34.09117149204653)
ghs-fua_8624,Gong'an,POINT (112.21571289753587 30.07493142390983)
ghs-fua_8626,东营区,POINT (118.49143819453809 37.466294946589464)
ghs-fua_8628,Boxing,POINT (118.13797232184682 37.158152771568794)
ghs-fua_8630,Shenyang,POINT (123.35257190356704 41.78802213905814)
ghs-fua_8636,Xinchengzi,POINT (123.51999922693645 42.05565833951541)
ghs-fua_8638,Tonghe,POINT (128.7561204768388 45.998593479223054)
ghs-fua_8640,Minggang,POINT (114.04107763692035 32.47578086439185)
ghs-fua_8642,Tieling,POINT (123.80843943834651 42.29670509188488)
ghs-fua_8644,Jining,POINT (116.60596116965613 35.43199211422727)
ghs-fua_8646,Jinxiang,POINT (116.28997977420217 35.071338758935596)
ghs-fua_8648,Taoyuan,POINT (111.47978275249379 28.921887707961066)
ghs-fua_8650,Fusui,POINT (107.90936199911523 22.616636027257243)
ghs-fua_8652,兖州区,POINT (116.90409910812136 35.580898067185366)
ghs-fua_8654,Shanxian,POINT (116.08452707171519 34.780104562207725)
ghs-fua_8656,Xiangcheng,POINT (114.96560554178804 33.41901355023694)
ghs-fua_8658,Changde,POINT (111.68603348536277 29.040847235345982)
ghs-fua_8660,Anhua,POINT (111.24205134949734 28.37678382349262)
ghs-fua_8664,Zibo,POINT (117.97621015431237 36.71232083131587)
ghs-fua_8666,Rongshui,POINT (109.24449651988971 25.073466572670707)
ghs-fua_8668,Yitong,POINT (125.3142407720773 43.33949117059991)
ghs-fua_8670,京山市,POINT (113.12084726238203 31.025764216068385)
ghs-fua_8672,Dancheng,POINT (115.19737086585585 33.66480914507833)
ghs-fua_8677,Wuming,POINT (108.27026914375102 23.161685659263625)
ghs-fua_8683,Pingyu,POINT (114.62575267098988 32.95584145034546)
ghs-fua_8687,Rongan,POINT (109.40036886514211 25.217241499170544)
ghs-fua_8689,Jiamusi,POINT (130.3488281319516 46.80552079393816)
ghs-fua_8691,Shanhe,POINT (127.20919791025575 44.69497779604597)
ghs-fua_8693,Zhengyang,POINT (114.37343341290648 32.60087306847395)
ghs-fua_8699,Xinyang,POINT (114.07309546587267 32.129016087863036)
ghs-fua_8701,Fangzheng,POINT (128.83812077540975 45.828362853418604)
ghs-fua_8703,Shangzhi,POINT (127.93669056066467 45.21776241731758)
ghs-fua_8705,Shuangyang,POINT (125.66338307735586 43.51731213763405)
ghs-fua_8709,Xifeng,POINT (124.73402477858819 42.744719174532655)
ghs-fua_8711,Guangrao,POINT (118.37884541332369 37.057684850751905)
ghs-fua_8713,Fuhe,POINT (113.57513546035851 31.520968239660185)
ghs-fua_8715,Yingkou,POINT (122.24988517116216 40.68385411233669)
ghs-fua_8717,Nanning,POINT (108.33623565533189 22.823276262580883)
ghs-fua_8719,Laiwu,POINT (117.65394584608947 36.25487983252265)
ghs-fua_8721,Luyi,POINT (115.49191857186457 33.8777927928187)
ghs-fua_8723,Dongkou,POINT (110.5734251682429 27.06236594535474)
ghs-fua_8725,Shulan,POINT (126.94347701346318 44.42042400901042)
ghs-fua_8729,Zoucheng,POINT (116.94667284811182 35.38328103038374)
ghs-fua_8733,Qianjiang,POINT (112.8878349332367 30.41514722998217)
ghs-fua_8735,Anxiang,POINT (112.1680372831352 29.418441522981098)
ghs-fua_8739,Tianmen,POINT (113.14043036477885 30.669646555408864)
ghs-fua_8741,Shishou,POINT (112.40959436964349 29.70210965980898)
ghs-fua_8743,Xihe,POINT (111.16409651936894 27.857286614040856)
ghs-fua_8745,Liaoyuan,POINT (125.13486926117497 42.91394346926428)
ghs-fua_8747,Fushun,POINT (123.86246038795787 41.8500625080332)
ghs-fua_8749,Guangshui,POINT (113.81705336266873 31.60479903052385)
ghs-fua_8753,Anshan,POINT (122.97757283467077 41.11683877228557)
ghs-fua_8755,Sishui,POINT (117.27442368617452 35.64211857581768)
ghs-fua_8757,鱼台县,POINT (116.64492049245995 34.991867444075)
ghs-fua_8759,大王镇,POINT (118.52711636361398 36.98920269031202)
ghs-fua_8761,Gaosha,POINT (110.6782908825212 26.953743507944623)
ghs-fua_8763,Lijiazui,POINT (113.08170423557328 30.505893072402753)
ghs-fua_8765,Hanshou,POINT (111.95467376999632 28.918708907871594)
ghs-fua_8767,Dengta,POINT (123.31348461846547 41.42866630315895)
ghs-fua_8769,Liaoyang,POINT (123.2077786411769 41.252675587287776)
ghs-fua_8773,Haicheng,POINT (122.7211946067454 40.85406041780755)
ghs-fua_8777,Jilin,POINT (126.54053106951852 43.880253101867446)
ghs-fua_8781,Bozhou,POINT (115.76203142977906 33.858259923758105)
ghs-fua_8783,Anlu,POINT (113.6931557714142 31.256253226386033)
ghs-fua_8785,Wugang,POINT (110.62759810909024 26.733240546598935)
ghs-fua_8787,Dashiqiao,POINT (122.51305081767137 40.6390725175329)
ghs-fua_8791,Xiayi,POINT (116.12563965594022 34.226895563663504)
ghs-fua_8793,Wushengguan,POINT (114.0041668610602 31.626223389746027)
ghs-fua_8795,Nanxian,POINT (112.38476327115147 29.37705663162159)
ghs-fua_8797,Xinhua,POINT (111.30657347934176 27.713679774998457)
ghs-fua_8799,Bayuquan,POINT (122.23274938025898 40.310129073640546)
ghs-fua_8801,Dangshan,POINT (116.34291294924175 34.422135152805666)
ghs-fua_8803,Binyang,POINT (108.80827979554432 23.240064010979182)
ghs-fua_8805,钢城区,POINT (117.82611233784799 36.08244551563035)
ghs-fua_8807,Jieshou,POINT (115.36438836851919 33.26114125581113)
ghs-fua_8809,Liuzhou,POINT (109.3568891463043 24.318457711043433)
ghs-fua_8811,Fengxian,POINT (116.63348997614429 34.696068447372575)
ghs-fua_8813,Xincai,POINT (114.95739121957526 32.76901935321638)
ghs-fua_8815,Mong Cai,POINT (107.9944952410482 21.56692322317619)
ghs-fua_8817,Loushan,POINT (114.52646465562921 32.197809248085264)
ghs-fua_8821,Qingzhou,POINT (118.51706024453046 36.71239298938018)
ghs-fua_8823,Xintai,POINT (117.71574320599802 35.887918509588594)
ghs-fua_8825,Yingcheng,POINT (113.57850227734382 30.94726318720241)
ghs-fua_8827,Huarong,POINT (112.58385854006619 29.528031299655137)
ghs-fua_8829,Linquan,POINT (115.24436505637806 33.049079360416115)
ghs-fua_8831,梅城镇,POINT (111.66504857212138 28.14861394527067)
ghs-fua_8833,Longhui,POINT (111.0249399362845 27.111633619777677)
ghs-fua_8835,Dawu,POINT (114.11561637049454 31.561606952605096)
ghs-fua_8839,Shouguang,POINT (118.7737817448391 36.88166810551409)
ghs-fua_8841,Xi,POINT (114.74208130926915 32.35645468291106)
ghs-fua_8843,Yunmeng,POINT (113.75168321000035 31.047002816174558)
ghs-fua_8845,大屯街道,POINT (116.90617818579743 34.78101343718775)
ghs-fua_8847,监利县,POINT (112.90406449378776 29.852300385545643)
ghs-fua_8849,Jiangjiazui,POINT (112.2102227875161 28.817837624877843)
ghs-fua_8851,Xiaochang,POINT (113.96359349686735 31.251354655156057)
ghs-fua_8853,Tengzhou,POINT (117.1593505393785 35.08009068549649)
ghs-fua_8855,Laibin,POINT (109.21059738585646 23.72395252244777)
ghs-fua_8857,Yiyuan,POINT (118.15819284660209 36.185473839052115)
ghs-fua_8859,Luorong,POINT (109.59925797610504 24.397860442340278)
ghs-fua_8861,Linqu,POINT (118.53272904179322 36.484645269579225)
ghs-fua_8863,Taojiang,POINT (112.12783646784482 28.516870553647834)
ghs-fua_8865,Gongchangling,POINT (123.42613697928701 41.13396244405412)
ghs-fua_8869,Xiantao,POINT (113.45825737700247 30.381971203349423)
ghs-fua_8871,平邑县,POINT (117.62957387085414 35.51276693037749)
ghs-fua_8873,Weihe,POINT (128.38739409429036 44.93958293090349)
ghs-fua_8875,Taihe,POINT (115.61688071393951 33.181418062579944)
ghs-fua_8877,Yuanjiang,POINT (112.34577130360633 28.832956914070586)
ghs-fua_8879,Xinning,POINT (110.84923295942453 26.459407458410883)
ghs-fua_8881,Luzhai,POINT (109.72367203351652 24.468527170148622)
ghs-fua_8883,Fangcheng,POINT (108.36863355533728 21.764411824102492)
ghs-fua_8889,Lianyuan,POINT (111.66558928173343 27.691193217351646)
ghs-fua_8891,Guilin,POINT (110.24268046906798 25.286245333262027)
ghs-fua_8893,Benxi,POINT (123.76015109808552 41.29331840312514)
ghs-fua_8895,Xiaogan,POINT (113.96510429483862 30.944449807069887)
ghs-fua_8897,Litang,POINT (109.12002170771903 23.196762572410716)
ghs-fua_8899,Fenshui,POINT (113.63255935698673 30.565147443812084)
ghs-fua_8901,昌乐县,POINT (118.83301113952825 36.71605655446403)
ghs-fua_8903,蒙阴县,POINT (117.92544393019307 35.72701793241485)
ghs-fua_8907,Yiyang,POINT (112.36481039305545 28.5750834077049)
ghs-fua_8909,Shaoyang,POINT (111.4996659993417 27.254013795551067)
ghs-fua_8911,Shaoyang,POINT (111.29971221455953 27.016346096906858)
ghs-fua_8917,Yongcheng,POINT (116.40970917766516 33.94877886216148)
ghs-fua_8919,Dongfeng,POINT (125.54661702252716 42.67923446870126)
ghs-fua_8923,Qinzhou,POINT (108.61900734410666 21.954651805722282)
ghs-fua_8925,Fujin,POINT (132.01094049610356 47.230142469305534)
ghs-fua_8927,Hanchuan,POINT (113.86896865762412 30.65809730036056)
ghs-fua_8929,Wafangdian,POINT (122.01465170366292 39.631907957963534)
ghs-fua_8931,Shuangyashan,POINT (131.15289255798393 46.674202759780286)
ghs-fua_8935,Weifang,POINT (119.17463462042836 36.72900531209783)
ghs-fua_8939,Huangchuan,POINT (115.057655353937 32.13871901758197)
ghs-fua_8941,Guangshan,POINT (114.90071963731593 32.01070553836792)
ghs-fua_8943,Huishangang,POINT (112.24787580497375 28.28622618812789)
ghs-fua_8945,马口镇,POINT (113.84321435534252 30.562844449025462)
ghs-fua_8947,Huanan,POINT (130.55142218910692 46.239843306010556)
ghs-fua_8949,Qingyuan,POINT (124.91309690669833 42.09036182367165)
ghs-fua_8953,Xing'an,POINT (110.64362041299086 25.629673086264003)
ghs-fua_8955,Panshi,POINT (126.05151945893871 42.93793186158771)
ghs-fua_8957,Louxing,POINT (111.99833234269238 27.760166075653895)
ghs-fua_8959,Guoyang,POINT (116.21822240669634 33.511014294486394)
ghs-fua_8961,Dengfeng,POINT (121.2612768020522 38.82390251940457)
ghs-fua_8963,Fuyang,POINT (115.83406768056905 32.93366708612489)
ghs-fua_8965,Huaibin,POINT (115.39835842997529 32.453022535860505)
ghs-fua_8967,Yueyang,POINT (113.16604530533911 29.391616661394945)
ghs-fua_8969,Wufengpu,POINT (111.47012742563975 26.899221291097614)
ghs-fua_8971,Benxi Manchu Autonomous County,POINT (124.10086054372573 41.30864927525789)
ghs-fua_8973,Dalian,POINT (121.66755238189222 39.030121282947064)
ghs-fua_8977,Pulandian,POINT (121.918435681062 39.40057315471937)
ghs-fua_8979,Shaodong,POINT (111.72712833937503 27.257840909443292)
ghs-fua_8981,市中区,POINT (117.42980669259335 34.826094552790465)
ghs-fua_8983,Funan,POINT (115.59644543720421 32.640538171310666)
ghs-fua_8985,Wuxuan,POINT (109.67006332163005 23.598978817230325)
ghs-fua_8987,Honghu,POINT (113.47642259486052 29.832946109224164)
ghs-fua_8989,Wuhan,POINT (114.28103600384325 30.550472841268633)
ghs-fua_8991,Meihekou,POINT (125.67886284477014 42.51780524447683)
ghs-fua_8993,Huaibei,POINT (116.80227493147366 33.93939641273266)
ghs-fua_9000,东安县,POINT (111.30229997144953 26.40953246132074)
ghs-fua_9002,Hengxian,POINT (109.29145769052916 22.706148376848002)
ghs-fua_9004,Xin,POINT (114.88103539122542 31.654712327647523)
ghs-fua_9006,Hong'an,POINT (114.60145709213742 31.278368951512043)
ghs-fua_9008,Xuzhou,POINT (117.19689090158575 34.256269525247944)
ghs-fua_9010,Feixian,POINT (117.98110554312625 35.27047937271803)
ghs-fua_9012,Yueyang,POINT (113.11187346448483 29.15401023708019)
ghs-fua_9014,Quanzhou,POINT (111.05391851910498 25.937605926962416)
ghs-fua_9016,Jiaohe,POINT (127.34001819539164 43.69720390810456)
ghs-fua_9018,Sangyuan Wangjia,POINT (120.33519941075035 37.62448524247331)
ghs-fua_9020,Huangpi,POINT (114.35101250529604 30.879467764071805)
