iso3_country,sector,subsector,asset_type,asset_id,asset_name,2015,2016,2017,2018,2019,2020,2021,2022,2023
BRA,transportation,domestic-aviation,domestic,3170996,Congonhas Airport,,879705.2169035081,,,889295.7652798316,,455617.5890231949,955018.569089284,580934.7744032266
BHR,transportation,international-aviation,international,3165694,Bahrain International Airport,,976919.242697548,,1073418.022449619,,486538.7929312275,515436.3901022786,942078.7839316876,578383.4802771484
AUS,transportation,domestic-aviation,domestic,3173469,Perth International Airport,1156977.779124647,1127714.600609854,1079592.5566827198,1060362.2889254752,,519972.9684925899,558971.1046490633,856637.1504931689,568563.4028269475
JPN,transportation,domestic-aviation,domestic,3171139,New Chitose Airport,,1019258.851346945,1018295.6246657422,1032711.1412780798,,807426.066919961,685576.4625630687,1001598.4968609604,567531.4001652995
ARE,transportation,international-aviation,international,3166440,Al Maktoum International Airport,,985757.7546853964,,,,834444.1465199086,,869453.2883777367,541874.1489462274
MEX,transportation,domestic-aviation,domestic,3174321,Aeropuerto Internacional Gral. Abelardo Rodriguez,459972.2258530522,562220.0611981682,603738.9199261921,628668.9378743193,,,749238.5881734311,935224.472171744,532844.5908668665
GBR,transportation,international-aviation,international,3167814,London Luton Airport,750703.5743395142,892979.8910531936,,,,,,906013.1433132048,531051.0916077235
HUN,transportation,international-aviation,international,3165948,Budapest Liszt Ferenc International Airport,,769164.1583337396,829906.3378112908,1010878.0883733876,1090600.0175927558,498390.6497775029,409619.6816922278,876344.8747512059,528874.817519229
AUS,transportation,international-aviation,international,3168563,Perth International Airport,1222097.0589154304,1238304.1236112798,,,1187171.346767124,420369.9647664103,212491.9451823192,604436.010846769,528744.2060406724
CHN,transportation,domestic-aviation,domestic,3173191,Nanning Wuxu Airport,556633.7862541674,645917.4835103217,771159.9779842126,879047.7877517914,870423.3201851583,,904479.5272133768,853268.4390205096,528742.8400060508
USA,transportation,domestic-aviation,domestic,3174138,St Louis Lambert International Airport,,,,1050147.1788460757,1073530.7048189072,,740314.5360968366,961985.6989933274,528062.6723623931
MDV,transportation,international-aviation,international,3168010,Malé International Airport,,625971.6966347623,634273.8545563243,675955.5789000626,747589.4209543931,324407.65124610224,714134.4991931497,939116.6389625143,526946.9095112891
IND,transportation,international-aviation,international,3165842,Kempegowda International Airport,658039.3820015517,705094.1023808089,789025.9813414351,880876.4429758394,,,395769.02205933497,781253.381956498,523756.6236976074
BEL,transportation,international-aviation,international,3167691,Liège Airport,575682.1591728281,666058.5046126372,,878450.6523246836,966611.8741851632,907605.472927857,,978196.6090804985,523401.6000917208
CHN,transportation,domestic-aviation,domestic,3174496,Taiyuan Wusu Airport,566609.638348384,609447.5732447145,754453.0734757669,,849663.9861106994,725662.0556931883,,777169.6491449218,516291.0821626735
