iso3_country,sector,subsector,asset_type,asset_id,asset_name,2015,2016,2017,2018,2019,2020,2021,2022,2023
SWE,forestry-and-land-use,net-shrubgrass,,4556468,Sweden,,,4411686.174329,,12371543.540633,6961242.872965,,8484794.105323,
SWE,forestry-and-land-use,net-shrubgrass,,4561760,Norrbotten,,,,,6024554.0011029,,,,
SWE,forestry-and-land-use,net-forest-land,,8297745,Gävleborg,,4590930.110179,,,,,,,
SWE,forestry-and-land-use,net-forest-land,,8297759,Kalmar,,,,,,,,8024490.312306,
SWE,forestry-and-land-use,net-forest-land,,8297762,Kronoberg,,,,,,,,6992437.630196,
SWE,forestry-and-land-use,net-forest-land,,8297791,Värmland,,,,6705973.77801,,,,,
SWE,forestry-and-land-use,net-forest-land,,8297803,Västra Götaland,,,,,,8962015.724746,,11221555.638938,
SWE,forestry-and-land-use,net-forest-land,,8298044,Sweden,,4824952.64099,,,,46696494.32578,,50995566.39814,
SYR,agriculture,cropland-fires,,10720921,Syria,1745152.50840953,,,,,,,,
TCD,forestry-and-land-use,net-shrubgrass,,4556483,Chad,,,45440342.426234,,,,10754125.226039,,
TCD,forestry-and-land-use,net-shrubgrass,,4569665,Batha,,,,,6052071.3162474,,,,
TCD,forestry-and-land-use,net-shrubgrass,,4569678,Guéra,,,6867767.8287682,,,,,,
