iso3_country,country,year,sector,subsector,asset_type,asset_id,asset_name,activity,emissions_quantity,emissions_factor_est,emissions_quantity_diff
KOR,South Korea,2020,forestry-and-land-use,water-reservoirs,water supply,25493211,An Dong,117140000.0,0.0,0.0,
KOR,South Korea,2019,forestry-and-land-use,water-reservoirs,water supply,25493211,An Dong,117140000.0,0.0,0.0,
KOR,South Korea,2018,forestry-and-land-use,water-reservoirs,water supply,25493211,An Dong,117140000.0,0.0,0.0,
KOR,South Korea,2017,forestry-and-land-use,water-reservoirs,water supply,25493211,An Dong,117140000.0,0.0,0.0,
KOR,South Korea,2016,forestry-and-land-use,water-reservoirs,water supply,25493211,An Dong,117140000.0,0.0,0.0,
KOR,South Korea,2015,forestry-and-land-use,water-reservoirs,water supply,25493211,An Dong,117140000.0,0.0,0.0,
KOR,South Korea,2022,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2021,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2020,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2019,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2018,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2017,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2016,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2015,forestry-and-land-use,water-reservoirs,other,25493210,Hangye,240000.0,0.0,0.0,
KOR,South Korea,2022,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2021,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2020,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2019,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2018,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2017,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2016,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2015,forestry-and-land-use,water-reservoirs,other,25493209,Yedang,17340000.0,0.0,0.0,
KOR,South Korea,2022,forestry-and-land-use,water-reservoirs,other,25493208,Masan,1220000.0,0.0,0.0,
KOR,South Korea,2021,forestry-and-land-use,water-reservoirs,other,25493208,Masan,1220000.0,0.0,0.0,
KOR,South Korea,2020,forestry-and-land-use,water-reservoirs,other,25493208,Masan,1220000.0,0.0,0.0,
KOR,South Korea,2019,forestry-and-land-use,water-reservoirs,other,25493208,Masan,1220000.0,0.0,0.0,
KOR,South Korea,2018,forestry-and-land-use,water-reservoirs,other,25493208,Masan,1220000.0,0.0,0.0,
